n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
77900,4567,530728,4499,530527,4583,522691,527982,4567,141613,4499,139911,4583,134287,138603,1002,933,1002,915,1503,886,911,74.33%,3014,1219,2937,1132,3196,1243,1198,33.00%,4327,519,4198,515,4165,506,513,7.02%
78000,4567,526617,4499,526195,4583,521686,524832,4567,139184,4499,145498,4583,138417,141033,1002,933,1002,1096,1503,923,984,74.33%,3014,1168,2937,1233,3196,1125,1175,33.00%,4327,505,4198,546,4165,523,524,7.02%
78100,4567,520591,4499,527666,4583,523859,524038,4567,141942,4499,138734,4583,137870,139515,1002,976,1002,900,1503,890,922,74.33%,3014,1191,2937,1129,3196,1142,1154,33.00%,4327,511,4198,511,4165,530,517,7.02%
78200,4567,534761,4499,528642,4583,575369,546257,4567,137716,4499,160323,4583,136542,144860,1002,1077,1002,1034,1503,915,1008,74.33%,3014,1109,2937,1163,3196,1111,1127,33.00%,4327,544,4198,512,4165,529,528,7.02%
78300,4567,541626,4499,527754,4583,523751,531043,4567,140761,4499,140699,4583,136464,139308,1002,1006,1002,928,1503,917,950,74.33%,3014,1198,2937,1129,3196,1148,1158,33.00%,4327,516,4198,519,4165,515,516,7.02%
78400,4567,533134,4499,593724,4583,523316,550058,4567,140741,4499,140386,4583,138972,140033,1002,912,1002,965,1503,928,935,74.33%,3014,1109,2937,1157,3196,1152,1139,33.00%,4327,508,4198,527,4165,513,516,7.02%
78500,4567,590827,4499,531810,4583,524481,549039,4567,144499,4499,137159,4583,138094,139917,1002,894,1002,915,1503,924,911,74.33%,3014,1088,2937,1091,3196,1195,1124,33.00%,4327,498,4198,514,4165,491,501,7.02%
78600,4567,527822,4499,536591,4583,534881,533098,4567,140544,4499,141858,4583,137292,139898,1002,894,1002,1117,1503,1101,1037,74.33%,3014,1089,2937,1138,3196,1159,1128,33.00%,4327,497,4198,509,4165,514,506,7.02%
78700,4567,527122,4499,539807,4583,529503,532144,4567,141522,4499,144566,4583,138957,141681,1002,887,1002,966,1503,874,909,74.33%,3014,1296,2937,1173,3196,1125,1198,33.00%,4327,512,4198,587,4165,527,542,7.02%
78800,4567,541422,4499,551051,4583,530481,540984,4567,140297,4499,148609,4583,136910,141938,1002,1068,1002,986,1503,999,1017,74.33%,3014,1227,2937,1247,3196,1195,1223,33.00%,4327,500,4198,565,4165,523,529,7.02%
78900,4567,533873,4499,537080,4583,520623,530525,4567,142939,4499,146902,4583,140966,143602,1002,943,1002,1710,1503,921,1191,74.33%,3014,1120,2937,1469,3196,1104,1231,33.00%,4327,658,4198,514,4165,506,559,7.02%
79000,4567,534399,4499,540558,4583,533807,536254,4567,141706,4499,140196,4583,142482,141461,1002,1111,1002,951,1503,1141,1067,74.33%,3014,1132,2937,1180,3196,1151,1154,33.00%,4327,508,4198,518,4165,529,518,7.02%
79100,4567,529124,4499,593133,4583,531055,551104,4567,159085,4499,143525,4583,142459,148356,1002,1163,1002,1110,1503,1006,1093,74.33%,3014,1337,2937,1245,3196,1215,1265,33.00%,4327,517,4198,532,4165,536,528,7.02%
79200,4567,534493,4499,529269,4583,534156,532639,4567,140868,4499,142206,4583,140552,141208,1002,890,1002,975,1503,1020,961,74.33%,3014,1107,2937,1138,3196,1184,1143,33.00%,4327,511,4198,549,4165,531,530,7.02%
79300,4567,543496,4499,600728,4583,532314,558846,4567,141166,4499,140665,4583,146068,142633,1002,936,1002,920,1503,924,926,74.33%,3014,1381,2937,1302,3196,1126,1269,33.00%,4327,559,4198,609,4165,514,560,7.02%
79400,4567,594821,4499,544501,4622,527353,555558,4567,149921,4499,141129,4622,142414,144488,1002,925,1002,952,1503,1013,963,74.42%,3014,1157,2937,1143,3196,1175,1158,33.19%,4327,518,4198,515,4165,522,518,7.28%
79500,4567,544894,4499,542551,4622,541890,543111,4567,146095,4499,143198,4622,142021,143771,1002,966,1002,929,1503,953,949,74.42%,3014,1151,2937,1165,3196,1160,1158,33.19%,4327,520,4198,528,4165,524,524,7.28%
79600,4567,535675,4499,542461,4622,536674,538270,4567,140943,4499,140981,4622,142608,141510,1002,946,1002,1520,1503,927,1131,74.42%,3014,1169,2937,1157,3196,1692,1339,33.19%,4327,530,4198,537,4165,547,538,7.28%
79700,4567,544970,4499,535198,4622,545209,541792,4567,143238,4499,143397,4622,143204,143279,1002,954,1002,905,1503,1403,1087,74.42%,3014,1164,2937,1231,3196,1162,1185,33.19%,4327,527,4198,554,4165,505,528,7.28%
79800,4567,543223,4499,542180,4622,541034,542145,4567,144452,4499,146503,4622,142035,144330,1002,911,1002,993,1503,945,949,74.42%,3014,1167,2937,1168,3196,1129,1154,33.19%,4327,612,4198,540,4165,519,557,7.28%
79900,4567,542488,4499,540163,4622,541209,541286,4567,144402,4499,146344,4622,144741,145162,1002,944,1002,1097,1503,925,988,74.42%,3014,1123,2937,1201,3196,1169,1164,33.19%,4327,570,4198,536,4165,513,539,7.28%
80000,4567,560735,4499,597602,4622,543003,567113,4567,227537,4499,142020,4622,138707,169421,1002,1008,1002,910,1503,1194,1037,74.42%,3014,1135,2937,1111,3196,1278,1174,33.19%,4327,516,4198,509,4165,531,518,7.28%
80100,4567,544934,4499,542078,4622,532756,539922,4567,143321,4499,143041,4622,146816,144392,1002,909,1002,914,1503,2397,1406,74.42%,3014,1141,2937,1106,3196,2150,1465,33.19%,4327,523,4198,511,4165,554,529,7.28%
80200,4567,540964,4499,551181,4622,546841,546328,4567,144997,4499,147631,4622,144894,145840,1002,888,1002,937,1503,955,926,74.42%,3014,1109,2937,1132,3196,1275,1172,33.19%,4327,517,4198,511,4165,535,521,7.28%
80300,4567,549483,4499,604778,4622,543528,565929,4567,144049,4499,141698,4622,144524,143423,1002,1042,1002,951,1503,921,971,74.42%,3014,1135,2937,1152,3196,1131,1139,33.19%,4327,523,4198,523,4165,652,566,7.28%
80400,4567,607489,4499,537847,4622,537721,561019,4567,151883,4499,142960,4622,145963,146935,1002,940,1002,914,1503,919,924,74.42%,3014,2017,2937,1116,3196,1242,1458,33.19%,4327,520,4198,512,4165,764,598,7.28%
80500,4567,557811,4499,552118,4622,539134,549687,4567,146302,4499,147502,4622,145148,146317,1002,946,1002,949,1503,953,949,74.42%,3014,1130,2937,1181,3196,1156,1155,33.19%,4327,557,4198,534,4165,521,537,7.28%
80600,4567,552258,4499,545154,4622,545589,547667,4567,146063,4499,143823,4622,142399,144095,1002,938,1002,901,1503,981,940,74.42%,3014,1113,2937,1259,3196,1160,1177,33.19%,4327,512,4198,521,4165,529,520,7.28%
80700,4567,547781,4499,555851,4622,543496,549042,4567,144903,4499,146426,4622,147146,146158,1002,977,1002,942,1503,1140,1019,74.42%,3014,1160,2937,1236,3196,1191,1195,33.19%,4327,533,4198,525,4165,546,534,7.28%
80800,4567,545382,4499,551555,4622,607161,568032,4567,145018,4499,163413,4622,145160,151197,1002,888,1002,1301,1503,997,1062,74.42%,3014,1122,2937,1180,3196,1187,1163,33.19%,4327,511,4198,599,4165,542,550,7.28%
80900,4567,565098,4499,549582,4622,550676,555118,4567,204016,4499,150526,4622,145145,166562,1002,964,1002,956,1503,1092,1004,74.42%,3014,1187,2937,1171,3196,1142,1166,33.19%,4327,540,4198,530,4165,562,544,7.28%
81000,4567,610568,4499,550357,4622,546045,568990,4567,153680,4499,144407,4622,147993,148693,1002,977,1002,943,1503,967,962,74.42%,3014,1446,2937,1452,3196,1252,1383,33.19%,4327,534,4198,969,4165,528,677,7.28%
81100,4567,552464,4499,550144,4622,544877,549161,4567,145877,4499,144381,4622,145261,145173,1002,1016,1002,942,1503,993,983,74.42%,3014,1168,2937,1744,3196,1202,1371,33.19%,4327,511,4198,528,4165,521,520,7.28%
81200,4567,558051,4499,611102,4622,548512,572555,4567,145422,4499,144455,4622,145949,145275,1002,926,1002,949,1503,1083,986,74.42%,3014,1153,2937,1144,3196,1170,1155,33.19%,4327,532,4198,517,4165,540,529,7.28%
81300,4567,609815,4499,549077,4622,551653,570181,4567,146863,4499,147685,4622,144799,146449,1002,908,1002,984,1503,949,947,74.42%,3014,1147,2937,1194,3196,1226,1189,33.19%,4327,561,4198,549,4165,532,547,7.28%
81400,4567,549980,4499,558252,4622,550099,552777,4567,143774,4499,144667,4622,145793,144744,1002,964,1002,964,1503,967,965,74.42%,3014,1373,2937,1145,3196,1218,1245,33.19%,4327,605,4198,525,4165,537,555,7.28%
81500,4567,558139,4499,552810,4622,549516,553488,4567,150317,4499,146313,4622,143502,146710,1002,1014,1002,1019,1503,938,990,74.42%,3014,1485,2937,1206,3196,1178,1289,33.19%,4327,547,4198,540,4165,528,538,7.28%
81600,4567,562917,4499,554735,4622,546225,554625,4567,145960,4499,149911,4622,152937,149602,1002,1138,1002,1034,1503,979,1050,74.42%,3014,1218,2937,1232,3196,1486,1312,33.19%,4327,535,4198,525,4165,571,543,7.28%
81700,4567,570945,4499,617458,4622,558018,582140,4567,223284,4499,149993,4622,147175,173484,1002,1098,1002,925,1503,936,986,74.42%,3014,1450,2937,1165,3196,1151,1255,33.19%,4327,575,4198,529,4165,533,545,7.28%
81800,4567,553425,4499,558900,4622,547956,553427,4567,146792,4499,149786,4622,148601,148393,1002,1025,1002,968,1503,992,995,74.42%,3014,1285,2937,1172,3196,1174,1210,33.19%,4327,567,4198,534,4165,531,544,7.28%
81900,4567,556549,4499,615264,4622,551949,574587,4567,170213,4499,144341,4622,148563,154372,1002,1059,1002,969,1503,939,989,74.42%,3014,1211,2937,1208,3196,1170,1196,33.19%,4327,552,4198,537,4165,570,553,7.28%
82000,4567,616991,4499,553636,4622,554866,575164,4567,149142,4499,147261,4622,145853,147418,1002,1097,1002,1900,1503,945,1314,74.42%,3014,1261,2937,2214,3196,1307,1594,33.19%,4327,547,4198,942,4165,539,676,7.28%
82100,4567,551087,4499,625451,4622,550887,575808,4567,144922,4499,150682,4622,151490,149031,1002,953,1002,958,1503,1007,972,74.42%,3014,1443,2937,1168,3196,1192,1267,33.19%,4327,625,4198,596,4165,537,586,7.28%
82200,4567,623301,4499,560340,4622,555471,579704,4567,148229,4499,145996,4622,145589,146604,1002,967,1002,1002,1503,995,988,74.42%,3014,1186,2937,1317,3196,1175,1226,33.19%,4327,546,4198,541,4165,575,554,7.28%
82300,4567,557357,4499,555835,4622,555827,556339,4567,148238,4499,147731,4622,151721,149230,1002,1121,1002,935,1503,971,1009,74.42%,3014,1319,2937,1778,3196,1271,1456,33.19%,4327,535,4198,518,4165,564,539,7.28%
82400,4567,557338,4499,564653,4622,555672,559221,4567,149170,4499,144416,4622,146952,146846,1002,976,1002,945,1503,973,964,74.42%,3014,1334,2937,1150,3196,1161,1215,33.19%,4327,559,4198,522,4165,532,537,7.28%
82500,4567,557413,4499,555820,4622,611341,574858,4567,149556,4499,166582,4622,145535,153891,1002,931,1002,1191,1503,954,1025,74.42%,3014,1394,2937,1355,3196,1160,1303,33.19%,4327,539,4198,537,4165,614,563,7.28%
82600,4567,566978,4499,554943,4622,551650,557857,4567,153305,4499,146975,4622,151394,150558,1002,936,1002,923,1503,951,936,74.42%,3014,1181,2937,1152,3196,1150,1161,33.19%,4327,539,4198,529,4165,530,532,7.28%
82700,4567,560042,4499,560012,4622,554588,558214,4567,150336,4499,150711,4622,145347,148798,1002,952,1002,992,1503,985,976,74.42%,3014,1227,2937,1333,3196,1194,1251,33.19%,4327,539,4198,538,4165,542,539,7.28%
82800,4567,585846,4499,557789,4622,561880,568505,4567,209767,4499,159397,4622,146392,171852,1002,1028,1002,986,1503,1082,1032,74.42%,3014,1218,2937,1326,3196,1232,1258,33.19%,4327,554,4198,535,4165,567,552,7.28%
82900,4567,625293,4499,568414,4622,561402,585036,4567,157349,4499,149304,4622,146929,151194,1002,1039,1002,1836,1503,941,1272,74.42%,3014,1218,2937,1224,3196,1215,1219,33.19%,4327,555,4198,550,4165,529,544,7.28%
83000,4567,566160,4499,636366,4622,566502,589676,4567,149382,4499,148038,4622,149173,148864,1002,999,1002,955,1503,984,979,74.42%,3014,1210,2937,1171,3196,1205,1195,33.19%,4327,544,4198,538,4165,552,544,7.28%
83100,4567,628266,4499,559836,4622,560698,582933,4567,153275,4499,148853,4622,148015,150047,1002,947,1002,974,1503,943,954,74.42%,3014,1162,2937,1185,3196,1161,1169,33.19%,4327,528,4198,538,4165,527,531,7.28%
83200,4567,560758,4499,563154,4622,560801,561571,4567,151586,4499,152014,4622,147847,150482,1002,980,1002,1028,1503,1002,1003,74.42%,3014,1198,2937,1221,3196,1195,1204,33.19%,4327,547,4198,573,4165,546,555,7.28%
83300,4567,568527,4499,565866,4622,565296,566563,4567,149887,4499,149676,4622,169169,156244,1002,1026,1002,976,1503,1142,1048,74.42%,3014,1297,2937,1253,3196,1381,1310,33.19%,4327,537,4198,539,4165,578,551,7.28%
83400,4567,629149,4499,566839,4622,558866,584951,4567,146927,4499,154148,4622,149845,150306,1002,1142,1002,1009,1503,1014,1055,74.42%,3014,1240,2937,1272,3196,1219,1243,33.19%,4327,541,4198,597,4165,548,562,7.28%
83500,4567,567414,4499,649024,4622,568681,595039,4567,151298,4499,150553,4622,151202,151017,1002,1241,1002,998,1503,1110,1116,74.42%,3014,1742,2937,1248,3196,1214,1401,33.19%,4327,755,4198,558,4165,526,613,7.28%
83600,4567,648022,4499,572395,4622,564804,595073,4567,152019,4499,151967,4622,150882,151622,1002,1022,1002,1065,1503,986,1024,74.42%,3014,1206,2937,1222,3196,1191,1206,33.19%,4327,542,4198,546,4165,561,549,7.28%
83700,4567,578335,4499,582154,4622,572084,577524,4567,154308,4499,151342,4622,150412,152020,1002,962,1002,953,1503,989,968,74.42%,3014,1308,2937,1173,3196,1216,1232,33.19%,4327,701,4198,539,4165,548,596,7.28%
83800,4567,574784,4499,568126,4674,568743,570551,4567,152634,4499,150168,4674,154012,152271,1002,985,1002,1001,1503,986,990,74.54%,3014,1204,2937,1220,3196,1210,1211,33.45%,4327,554,4198,569,4165,576,566,7.61%
83900,4567,578519,4499,577754,4674,590602,582291,4567,153677,4499,152192,4674,156625,154164,1002,967,1002,985,1503,1292,1081,74.54%,3014,1211,2937,1298,3196,1836,1448,33.45%,4327,552,4198,619,4165,561,577,7.61%
84000,4567,581822,4499,579361,4674,569750,576977,4567,150894,4499,150209,4674,152845,151316,1002,960,1002,1060,1503,959,993,74.54%,3014,1199,2937,1298,3196,1204,1233,33.45%,4327,558,4198,558,4165,618,578,7.61%
84100,4567,574182,4499,578701,4674,569842,574241,4567,152498,4499,154557,4674,153717,153590,1002,1162,1002,1071,1503,995,1076,74.54%,3014,1546,2937,1466,3196,1237,1416,33.45%,4327,545,4198,604,4165,559,569,7.61%
84200,4567,574846,4499,646699,4674,568537,596694,4567,170149,4499,147392,4674,156723,158088,1002,1501,1002,956,1503,1029,1162,74.54%,3014,1598,2937,1167,3196,1835,1533,33.45%,4327,627,4198,625,4165,584,612,7.61%
84300,4567,641106,4499,580642,4674,573635,598461,4567,154287,4499,152450,4674,151144,152627,1002,968,1002,1012,1503,962,980,74.54%,3014,1524,2937,1227,3196,1192,1314,33.45%,4327,556,4198,659,4165,553,589,7.61%
84400,4567,583447,4499,648650,4674,572601,601566,4567,152063,4499,151046,4674,150425,151178,1002,1184,1002,1001,1503,999,1061,74.54%,3014,1215,2937,1243,3196,1250,1236,33.45%,4327,541,4198,554,4165,591,562,7.61%
84500,4567,638376,4499,584402,4674,567475,596751,4567,153796,4499,150212,4674,157115,153707,1002,1039,1002,1007,1503,974,1006,74.54%,3014,1219,2937,1236,3196,1186,1213,33.45%,4327,570,4198,726,4165,549,615,7.61%
84600,4567,572093,4499,571244,4674,578711,574016,4567,154221,4499,155666,4674,154170,154685,1002,1019,1002,990,1503,1020,1009,74.54%,3014,1248,2937,1219,3196,1242,1236,33.45%,4327,546,4198,558,4165,569,557,7.61%
84700,4567,578857,4499,580097,4674,565863,574939,4567,154519,4499,152306,4674,149595,152140,1002,1004,1002,950,1503,1002,985,74.54%,3014,1253,2937,1195,3196,1242,1230,33.45%,4327,563,4198,576,4165,561,566,7.61%
84800,4567,582838,4499,570967,4674,576593,576799,4567,154452,4499,151068,4674,153208,152909,1002,1020,1002,1069,1503,1026,1038,74.54%,3014,1319,2937,1221,3196,1242,1260,33.45%,4327,570,4198,564,4165,572,568,7.61%
84900,4567,587548,4524,578271,4674,570465,578761,4567,154819,4524,153461,4674,155143,154474,1002,988,1002,993,1503,1000,993,74.58%,3014,1218,2937,1230,3196,1211,1219,33.57%,4327,672,4198,557,4165,554,594,7.78%
85000,4567,581678,4524,599830,4674,584281,588596,4567,155013,4524,218493,4674,153804,175770,1002,1041,1002,1011,1503,982,1011,74.58%,3014,1214,2937,1241,3196,1201,1218,33.57%,4327,560,4198,569,4165,561,563,7.78%
85100,4567,581407,4524,648805,4674,571241,600484,4567,171836,4524,153820,4674,151262,158972,1002,1203,1002,1139,1503,946,1096,74.58%,3014,1306,2937,1245,3196,1206,1252,33.57%,4327,553,4198,578,4165,548,559,7.78%
85200,4567,648294,4524,579030,4674,573509,600277,4567,156695,4524,154317,4674,152449,154487,1002,1233,1002,1005,1503,987,1075,74.58%,3014,1403,2937,1280,3196,1175,1286,33.57%,4327,577,4198,570,4165,550,565,7.78%
85300,4567,582590,4524,580594,4674,581352,581512,4567,153895,4524,158908,4674,156561,156454,1002,1603,1002,1010,1503,1003,1205,74.58%,3014,1877,2937,1205,3196,1234,1438,33.57%,4327,559,4198,554,4165,576,563,7.78%
85400,4567,641415,4524,581644,4674,575516,599525,4567,155245,4524,152097,4674,154127,153823,1002,1701,1002,1013,1503,1030,1248,74.58%,3014,1666,2937,1402,3196,1262,1443,33.57%,4327,616,4198,567,4165,574,585,7.78%
85500,4567,585671,4524,586459,4674,586698,586276,4567,156690,4524,154913,4674,153052,154885,1002,1007,1002,1002,1503,979,996,74.58%,3014,1281,2937,1210,3196,1447,1312,33.57%,4327,645,4198,561,4165,561,589,7.78%
85600,4567,585753,4524,588923,4674,567628,580768,4567,157634,4524,151116,4674,153543,154097,1002,1380,1002,1100,1503,1234,1238,74.58%,3014,1270,2937,1227,3196,1243,1246,33.57%,4327,564,4198,571,4165,578,571,7.78%
85700,4567,580542,4524,587530,4674,579613,582561,4567,155459,4524,155680,4674,157069,156069,1002,1812,1002,947,1503,1177,1312,74.58%,3014,1231,2937,1209,3196,1266,1235,33.57%,4327,566,4198,551,4165,597,571,7.78%
85800,4567,588484,4524,602249,4674,642557,611096,4567,160463,4524,233509,4674,156943,183638,1002,956,1002,1125,1503,1029,1036,74.58%,3014,1194,2937,1260,3196,1231,1228,33.57%,4327,550,4198,562,4165,673,595,7.78%
85900,4567,583096,4524,581475,4674,583814,582795,4567,155261,4524,155784,4674,159002,156682,1002,1033,1002,966,1503,1000,999,74.58%,3014,1280,2937,1181,3196,1367,1276,33.57%,4327,561,4198,556,4165,572,563,7.78%
86000,4567,602484,4524,588165,4674,586440,592363,4567,222894,4524,155364,4674,156270,178176,1002,1125,1002,1008,1503,1074,1069,74.58%,3014,1341,2937,1198,3196,1240,1259,33.57%,4327,600,4198,549,4165,580,576,7.78%
86100,4567,637354,4524,584330,4674,590459,604047,4567,158355,4524,157752,4674,160495,158867,1002,1128,1002,991,1503,1011,1043,74.58%,3014,1211,2937,1206,3196,1270,1229,33.57%,4327,557,4198,556,4165,562,558,7.78%
86200,4567,586084,4524,602673,4674,576972,588576,4567,160983,4524,153770,4674,154795,156516,1002,1047,1002,972,1503,1073,1030,74.58%,3014,1273,2937,1201,3196,1251,1241,33.57%,4327,586,4198,557,4165,567,570,7.78%
86300,4567,656322,4524,587499,4674,584629,609483,4567,157635,4524,153607,4674,152652,154631,1002,1065,1002,1057,1503,992,1038,74.58%,3014,1213,2937,1394,3196,1212,1273,33.57%,4327,557,4198,591,4165,562,570,7.78%
86400,4641,592088,4524,587602,4674,585004,588231,4641,157033,4524,151913,4674,159262,156069,1002,1009,1002,1018,1503,1017,1014,74.70%,3014,1237,2937,1212,3196,1337,1262,33.92%,4327,562,4198,562,4165,573,565,8.29%
86500,4641,589680,4524,589794,4674,589874,589782,4641,158562,4524,153314,4674,159127,157001,1002,1098,1002,991,1503,1023,1037,74.70%,3014,1300,2937,1194,3196,1252,1248,33.92%,4327,552,4198,556,4165,583,563,8.29%
86600,4641,583661,4524,585288,4674,664468,611139,4641,158627,4524,177210,4674,249594,195143,1002,1014,1002,1141,1503,1116,1090,74.70%,3014,1311,2937,1354,3196,1257,1307,33.92%,4327,606,4198,565,4165,581,584,8.29%
86700,4641,657100,4524,651218,4674,589370,632562,4641,154058,4524,164026,4674,157923,158669,1002,1020,1002,1062,1503,1051,1044,74.70%,3014,1230,2937,1215,3196,1288,1244,33.92%,4327,579,4198,557,4165,578,571,8.29%
86800,4641,662923,4524,590705,4674,581550,611726,4641,161982,4524,157502,4674,157853,159112,1002,1098,1002,1014,1503,1017,1043,74.70%,3014,1278,2937,1242,3196,1230,1250,33.92%,4327,691,4198,578,4165,571,613,8.29%
86900,4641,594311,4524,592820,4674,596011,594380,4641,156375,4524,155824,4674,154002,155400,1002,1017,1002,1077,1503,978,1024,74.70%,3014,1710,2937,1248,3196,1231,1396,33.92%,4327,599,4198,566,4165,557,574,8.29%
87000,4641,595810,4524,588859,4674,588615,591094,4641,159093,4524,156829,4674,154093,156671,1002,1027,1002,1024,1503,1081,1044,74.70%,3014,1385,2937,1225,3196,1268,1292,33.92%,4327,676,4198,564,4165,586,608,8.29%
87100,4641,598902,4524,593721,4674,592024,594882,4641,162338,4524,155374,4674,158379,158697,1002,1125,1002,965,1503,1060,1050,74.70%,3014,1297,2937,1233,3196,1274,1268,33.92%,4327,596,4198,559,4165,583,579,8.29%
87200,4641,591078,4524,598999,4674,580455,590177,4641,162925,4524,159513,4674,158240,160226,1002,1077,1002,1034,1503,1032,1047,74.70%,3014,1266,2937,1249,3196,1250,1255,33.92%,4327,574,4198,571,4165,642,595,8.29%
87300,4641,602466,4524,602490,4674,596122,600359,4641,163314,4524,156981,4674,157207,159167,1002,1063,1002,1607,1503,1067,1245,74.70%,3014,1280,2937,1256,3196,1489,1341,33.92%,4327,598,4198,554,4165,600,584,8.29%
87400,4641,604469,4524,612851,4674,592102,603140,4641,157691,4524,219759,4674,169221,182223,1002,1045,1002,1066,1503,1030,1047,74.70%,3014,1227,2937,1307,3196,1265,1266,33.92%,4327,896,4198,589,4165,601,695,8.29%
87500,4641,670634,4524,597558,4674,605550,624580,4641,161541,4524,160945,4674,158443,160309,1002,1088,1002,1054,1503,1078,1073,74.70%,3014,1369,2937,1254,3196,1252,1291,33.92%,4327,594,4198,579,4165,625,599,8.29%
87600,4641,597365,4607,657748,4674,589692,614935,4641,157170,4607,162752,4674,160781,160234,1002,1095,1002,996,1503,1150,1080,74.83%,3014,1194,2937,1376,3196,1234,1268,34.31%,4327,555,4198,611,4165,569,578,8.84%
87700,4641,663960,4607,601143,4674,604641,623248,4641,161469,4607,157663,4674,157794,158975,1002,1142,1002,1013,1503,1068,1074,74.83%,3014,1333,2937,1360,3196,1245,1312,34.31%,4327,751,4198,571,4165,575,632,8.84%
87800,4641,591591,4607,588464,4674,585703,588586,4641,160151,4607,157826,4674,156185,158054,1002,1016,1002,1254,1503,1042,1104,74.83%,3014,1258,2937,1279,3196,1260,1265,34.31%,4327,565,4198,574,4165,582,573,8.84%
87900,4641,587449,4607,589220,4674,594506,590391,4641,159773,4607,155174,4674,159091,158012,1002,1040,1002,976,1503,1091,1035,74.83%,3014,1235,2937,1212,3196,1399,1282,34.31%,4327,573,4198,573,4165,572,572,8.84%
88000,4641,604174,4607,599168,4674,590507,597949,4641,160983,4607,159199,4674,163758,161313,1002,984,1002,1079,1503,1175,1079,74.83%,3014,1224,2937,1235,3196,1253,1237,34.31%,4327,571,4198,575,4165,638,594,8.84%
88100,4641,594378,4607,599274,4674,601824,598492,4641,159863,4607,158183,4674,158651,158899,1002,1151,1002,1015,1503,975,1047,74.83%,3014,1283,2937,1232,3196,1250,1255,34.31%,4327,594,4198,573,4165,580,582,8.84%
88200,4641,606137,4607,623653,4674,598607,609465,4641,165853,4607,223942,4674,165576,185123,1002,1079,1002,1098,1503,1016,1064,74.83%,3014,1335,2937,1311,3196,1238,1294,34.31%,4327,640,4198,606,4165,579,608,8.84%
88300,4641,623409,4607,610647,4674,591671,608575,4641,227291,4607,157810,4674,165157,183419,1002,1427,1002,1076,1503,1023,1175,74.83%,3014,1417,2937,1346,3196,1475,1412,34.31%,4327,588,4198,612,4165,602,600,8.84%
88400,4641,669216,4607,605181,4674,601187,625194,4641,170957,4607,161533,4674,158456,163648,1002,1024,1002,1000,1503,1029,1017,74.83%,3014,1389,2937,1225,3196,1270,1294,34.31%,4327,597,4198,570,4165,593,586,8.84%
88500,4641,604673,4607,602856,4674,602443,603324,4641,163044,4607,160002,4674,162971,162005,1002,1328,1002,985,1503,1043,1118,74.83%,3014,1255,2937,1228,3196,1288,1257,34.31%,4327,586,4198,583,4165,574,581,8.84%
88600,4641,666249,4607,610437,4674,598525,625070,4641,166388,4607,163125,4674,161925,163812,1002,1077,1002,1056,1503,1265,1132,74.83%,3014,1290,2937,1310,3196,1263,1287,34.31%,4327,600,4198,599,4165,606,601,8.84%
88700,4641,596037,4607,602009,4674,592491,596845,4641,166004,4607,159816,4674,159135,161651,1002,1021,1002,1007,1503,1051,1026,74.83%,3014,1362,2937,1244,3196,1227,1277,34.31%,4327,589,4198,589,4165,578,585,8.84%
88800,4641,603801,4607,601643,4674,613227,606223,4641,165378,4607,160052,4674,160322,161917,1002,1032,1002,1044,1503,1084,1053,74.83%,3014,1503,2937,1304,3196,1387,1398,34.31%,4327,792,4198,598,4165,643,677,8.84%
88900,4641,612729,4607,609163,4674,597597,606496,4641,165231,4607,158847,4674,165072,163050,1002,1003,1002,1022,1503,1035,1020,74.83%,3014,1255,2937,1253,3196,1342,1283,34.31%,4327,581,4198,619,4165,590,596,8.84%
89000,4641,607967,4607,674482,4674,598318,626922,4641,183685,4607,160556,4674,166092,170111,1002,1247,1002,1070,1503,1138,1151,74.83%,3014,1828,2937,1445,3196,1271,1514,34.31%,4327,750,4198,597,4165,583,643,8.84%
89100,4641,609409,4607,604804,4674,603060,605757,4641,165763,4607,162069,4674,161875,163235,1002,1099,1002,1212,1503,1023,1111,74.83%,3014,1425,2937,1292,3196,1264,1327,34.31%,4327,590,4198,588,4165,591,589,8.84%
89200,4641,623860,4607,613257,4674,604598,613905,4641,227915,4607,159111,4674,161918,182981,1002,1095,1002,1064,1503,2409,1522,74.83%,3014,1272,2937,1283,3196,1295,1283,34.31%,4327,590,4198,589,4165,595,591,8.84%
89300,4641,680680,4607,611226,4674,603965,631957,4641,164074,4607,165785,4674,164429,164762,1002,1045,1002,1079,1503,1032,1052,74.83%,3014,1239,2937,1922,3196,1280,1480,34.31%,4327,577,4198,635,4165,589,600,8.84%
89400,4641,615572,4607,686449,4674,606670,636230,4641,165761,4607,163208,4674,162445,163804,1002,1201,1002,1094,1503,1060,1118,74.83%,3014,1402,2937,1407,3196,1885,1564,34.31%,4327,624,4198,586,4165,598,602,8.84%
